date,id_cliente,tipo,price
2025-01-01,603,Ingles,100
2025-01-01,249,Ingles,78
2025-01-01,1513,Ingles,100
2025-01-01,1330,Espanhol,88
2025-01-01,838,Espanhol,100
2025-01-01,1729,Ingles,100
2025-01-01,2139,Espanhol,100
2025-01-01,1338,Espanhol,100
2025-01-01,1749,Ingles,100
2025-01-01,2234,Espanhol,96
2025-01-01,365,Espanhol,100
2025-01-01,1229,Espanhol,100
2025-01-01,204,Ingles,98
2025-01-01,1881,Ingles,100
2025-01-01,724,Espanhol,100
2025-01-01,1631,Ingles,100
2025-01-01,1354,Ingles,100
2025-01-01,1843,Ingles,100
2025-01-01,1393,Espanhol,100
2025-01-01,1783,Ingles,100
2025-01-01,1811,Ingles,100
2025-01-01,852,Ingles,93
2025-01-01,818,Espanhol,98
2025-01-01,1668,Ingles,100
2025-01-01,808,Ingles,100
2025-01-01,1207,Espanhol,100
2025-01-01,1220,Espanhol,100
2025-01-01,80,Espanhol,100
2025-01-01,607,Espanhol,100
2025-01-01,2145,Ingles,82
2025-01-01,1301,Espanhol,97
2025-01-01,1034,Ingles,100
2025-01-01,1336,Ingles,100
2025-01-01,2155,Espanhol,100
2025-01-01,218,Espanhol,100
2025-01-01,668,Ingles,100
2025-01-01,782,Ingles,100
2025-01-01,377,Espanhol,100
2025-01-01,1981,Ingles,100
2025-01-01,435,Mandarim,100
2025-01-01,946,Ingles,85
2025-01-01,638,Mandarim,100
2025-01-01,1410,Ingles,100
2025-01-01,1381,Ingles,97
2025-01-01,1127,Espanhol,100
2025-01-01,1959,Ingles,92
2025-01-01,356,Espanhol,100
2025-01-01,182,Mandarim,77
2025-01-01,619,Ingles,100
2025-01-01,586,Ingles,100
2025-01-01,1765,Ingles,100
2025-01-01,313,Espanhol,93
2025-01-01,374,Ingles,100
2025-01-01,427,Espanhol,100
2025-01-01,2226,Ingles,91
2025-01-01,2065,Ingles,81
2025-01-01,779,Ingles,100
2025-01-01,2220,Espanhol,100
2025-01-01,73,Ingles,94
2025-01-01,866,Espanhol,100
2025-01-01,159,Ingles,81
2025-01-01,933,Espanhol,78
2025-01-01,2029,Espanhol,100
2025-01-01,1787,Espanhol,100
2025-01-01,665,Espanhol,100
2025-01-01,1419,Espanhol,100
2025-01-01,307,Ingles,75
2025-01-01,2049,Ingles,100
2025-01-01,2143,Ingles,100
2025-01-01,425,Ingles,87
2025-01-01,1363,Ingles,100
2025-01-01,2159,Ingles,91
2025-01-01,1036,Mandarim,100
2025-01-01,1413,Ingles,100
2025-01-01,346,Espanhol,100
2025-01-01,1922,Ingles,100
2025-01-01,1180,Espanhol,100
2025-01-01,187,Ingles,100
2025-01-01,1454,Ingles,85
2025-01-01,1698,Ingles,100
2025-01-01,925,Espanhol,100
2025-01-01,1873,Ingles,100
2025-01-01,1711,Ingles,99
2025-01-01,569,Espanhol,100
2025-01-01,21,Espanhol,100
2025-01-01,1924,Ingles,100
2025-01-01,2121,Espanhol,100
2025-01-01,120,Espanhol,96
2025-01-01,1661,Espanhol,90
2025-01-01,553,Espanhol,100
2025-01-01,1421,Ingles,100
2025-01-01,1955,Mandarim,100
2025-01-01,1516,Espanhol,100
2025-01-01,2009,Ingles,100
2025-01-01,1131,Espanhol,100
2025-01-01,1973,Espanhol,100
2025-01-01,1232,Espanhol,100
2025-01-01,90,Mandarim,100
2025-01-01,1192,Ingles,83
2025-01-01,1750,Ingles,100
2025-01-01,849,Espanhol,78
2025-01-01,358,Ingles,81
2025-01-01,1055,Ingles,97
2025-01-01,704,Espanhol,100
2025-01-01,36,Ingles,100
2025-01-01,657,Ingles,100
2025-01-01,318,Espanhol,100
2025-01-01,703,Espanhol,100
2025-01-01,1703,Ingles,86
2025-01-01,756,Ingles,100
2025-01-01,1512,Espanhol,100
2025-01-01,1103,Espanhol,100
2025-01-01,1,Espanhol,100
2025-01-01,482,Espanhol,100
2025-01-01,1914,Ingles,100
2025-01-01,137,Mandarim,100
2025-01-01,864,Espanhol,90
2025-01-01,306,Espanhol,100
2025-01-01,1644,Ingles,100
2025-01-01,1770,Espanhol,100
2025-01-01,1795,Espanhol,100
2025-01-01,1600,Ingles,100
2025-01-01,63,Ingles,100
2025-01-01,1529,Espanhol,100
2025-01-01,2108,Espanhol,82
2025-01-01,70,Mandarim,78
2025-01-01,430,Mandarim,100
2025-01-01,516,Espanhol,100
2025-01-01,387,Ingles,100
2025-01-01,1897,Ingles,100
2025-01-01,275,Espanhol,100
2025-01-01,1889,Espanhol,100
2025-01-01,2123,Ingles,100
2025-01-01,2018,Espanhol,100
2025-01-01,1609,Ingles,75
2025-01-01,39,Mandarim,100
2025-01-01,1680,Ingles,100
2025-01-01,2165,Ingles,100
2025-01-01,811,Espanhol,100
2025-01-01,2167,Espanhol,100
2025-01-01,1514,Espanhol,100
2025-01-01,385,Espanhol,100
2025-01-01,967,Espanhol,85
2025-01-01,915,Ingles,100
2025-01-01,1962,Espanhol,100
2025-01-01,1005,Ingles,100
2025-01-01,1211,Ingles,100
2025-01-01,1718,Espanhol,79
2025-01-01,118,Espanhol,99
2025-01-01,1168,Espanhol,95
2025-01-01,2114,Mandarim,100
2025-01-01,99,Ingles,100
2025-01-01,1093,Espanhol,100
2025-01-01,2239,Ingles,100
2025-01-01,1978,Espanhol,100
2025-01-01,243,Espanhol,91
2025-01-01,1784,Espanhol,100
2025-01-01,2206,Espanhol,98
2025-01-01,1428,Espanhol,100
2025-01-01,1186,Espanhol,100
2025-01-01,1730,Ingles,100
2025-01-01,1444,Ingles,100
2025-01-01,424,Ingles,100
2025-01-01,499,Ingles,100
2025-01-01,54,Ingles,100
2025-01-01,844,Ingles,100
2025-01-01,1773,Ingles,100
2025-01-01,751,Ingles,100
2025-01-01,2058,Espanhol,100
2025-01-01,2003,Espanhol,100
2025-01-01,629,Espanhol,100
2025-01-01,151,Espanhol,100
2025-01-01,1938,Espanhol,100
2025-01-01,827,Ingles,79
2025-01-01,1386,Ingles,100
2025-01-01,1667,Ingles,100
2025-01-01,1659,Ingles,100
2025-01-01,414,Ingles,92
2025-01-01,405,Espanhol,100
2025-01-01,298,Ingles,100
2025-01-01,379,Espanhol,100
2025-01-01,1213,Ingles,100
2025-01-01,335,Ingles,99
2025-01-01,928,Espanhol,100
2025-01-01,1579,Ingles,100
2025-01-01,113,Ingles,89
2025-01-01,601,Espanhol,100
2025-01-01,1842,Espanhol,100
2025-01-01,400,Espanhol,75
2025-01-01,1768,Espanhol,92
2025-01-01,2118,Espanhol,83
2025-01-01,929,Ingles,100
2025-01-01,2116,Espanhol,100
2025-01-01,2110,Ingles,100
2025-01-01,1352,Espanhol,100
2025-01-01,1057,Ingles,100
2025-01-01,1342,Mandarim,100
2025-01-01,20,Espanhol,86
2025-01-01,1442,Ingles,91
2025-01-01,1109,Espanhol,100
2025-01-01,188,Espanhol,100
2025-01-01,362,Espanhol,100
2025-01-01,775,Ingles,84
2025-01-01,2066,Ingles,100
2025-01-01,2098,Ingles,100
2025-01-01,671,Ingles,100
2025-01-01,1937,Ingles,100
2025-01-01,889,Ingles,100
2025-01-01,1893,Ingles,100
2025-01-01,1951,Ingles,100
2025-01-01,973,Ingles,100
2025-01-01,1456,Espanhol,100
2025-01-01,509,Espanhol,78
2025-01-01,1392,Ingles,100
2025-01-01,806,Ingles,98
2025-01-01,858,Espanhol,100
2025-01-01,2102,Espanhol,100
2025-01-01,343,Ingles,100
2025-01-01,583,Mandarim,100
2025-01-01,512,Espanhol,100
2025-01-01,394,Ingles,97
2025-01-01,1926,Ingles,100
2025-01-01,293,Espanhol,96
2025-01-01,736,Ingles,78
2025-01-01,10,Ingles,96
2025-01-01,1561,Espanhol,88
2025-01-01,1589,Ingles,100
2025-01-01,1082,Espanhol,100
2025-01-01,1649,Mandarim,100
2025-01-01,1989,Ingles,100
2025-01-01,291,Espanhol,90
2025-01-01,1084,Ingles,100
2025-01-01,248,Ingles,100
2025-01-01,408,Ingles,80
2025-01-01,123,Espanhol,90
2025-01-01,126,Ingles,94
2025-01-01,768,Espanhol,100
2025-01-01,1629,Espanhol,100
2025-01-01,1895,Espanhol,100
2025-01-01,225,Ingles,100
2025-01-01,1274,Espanhol,99
2025-01-01,895,Ingles,100
2025-01-01,1948,Espanhol,100
2025-01-01,1970,Ingles,100
2025-01-01,361,Espanhol,100
2025-01-01,2120,Ingles,100
2025-01-01,1586,Espanhol,77
2025-01-01,1782,Espanhol,100
2025-01-01,1096,Ingles,90
2025-01-01,186,Ingles,89
2025-01-01,873,Espanhol,77
2025-01-01,1883,Espanhol,100
2025-01-01,920,Mandarim,100
2025-01-01,1126,Espanhol,100
2025-01-01,1991,Espanhol,100
2025-01-01,1040,Ingles,100
2025-01-01,125,Ingles,100
2025-01-01,1326,Espanhol,100
2025-01-01,1504,Ingles,100
2025-01-01,828,Ingles,93
2025-01-01,489,Ingles,100
2025-01-01,741,Espanhol,79
2025-01-01,2154,Espanhol,83
2025-01-01,1620,Ingles,100
2025-01-01,1116,Ingles,100
2025-01-01,1957,Espanhol,100
2025-01-01,994,Ingles,94
2025-01-01,682,Espanhol,100
2025-01-01,432,Ingles,100
2025-01-01,457,Espanhol,100
2025-01-01,2010,Ingles,100
2025-01-01,237,Mandarim,100
2025-01-01,1120,Ingles,100
2025-01-01,645,Ingles,93
2025-01-01,1607,Espanhol,100
2025-01-01,2162,Ingles,100
2025-01-01,1406,Mandarim,100
2025-01-01,1066,Espanhol,100
2025-01-01,1588,Espanhol,88
2025-01-01,1623,Espanhol,96
2025-01-01,573,Ingles,100
2025-01-01,1543,Mandarim,100
2025-01-01,1362,Ingles,82
2025-01-01,1268,Mandarim,100
2025-01-01,749,Ingles,100
2025-01-01,1255,Espanhol,100
2025-01-01,1693,Ingles,93
2025-01-01,2200,Espanhol,85
2025-01-01,2096,Espanhol,82
2025-01-01,1740,Ingles,90
2025-01-01,1953,Ingles,100
2025-01-01,1827,Espanhol,100
2025-01-01,235,Espanhol,100
2025-01-01,964,Espanhol,100
2025-01-01,2140,Espanhol,100
2025-01-01,1815,Ingles,100
2025-01-01,1828,Espanhol,77
2025-01-01,1369,Ingles,100
2025-01-01,143,Ingles,100
2025-01-01,595,Espanhol,100
2025-01-01,1179,Ingles,100
2025-01-01,1277,Espanhol,100
2025-01-01,87,Espanhol,100
2025-01-01,694,Mandarim,100
2025-01-01,378,Ingles,100
2025-01-01,997,Espanhol,100
2025-01-01,274,Ingles,100
2025-01-01,1032,Ingles,100
2025-01-01,2089,Espanhol,100
2025-01-01,1224,Ingles,100
2025-01-01,1939,Espanhol,100
2025-01-01,1020,Espanhol,100
2025-01-01,700,Ingles,100
2025-01-01,2168,Ingles,100
2025-01-01,1426,Ingles,100
2025-01-01,843,Espanhol,100
2025-01-01,1303,Espanhol,100
2025-01-01,1501,Espanhol,100
2025-01-01,184,Espanhol,81
2025-01-01,1638,Espanhol,83
2025-01-01,1291,Espanhol,100
2025-01-01,649,Ingles,100
2025-01-01,475,Ingles,100
2025-01-01,2221,Ingles,100
2025-01-01,1249,Espanhol,95
2025-01-01,115,Espanhol,100
2025-01-01,1304,Espanhol,76
2025-01-01,1202,Mandarim,100
2025-01-01,1550,Ingles,100
2025-01-01,1412,Espanhol,77
2025-01-01,1847,Espanhol,100
2025-01-01,735,Ingles,100
2025-01-01,750,Espanhol,100
2025-01-01,1686,Ingles,100
2025-01-01,917,Mandarim,100
2025-01-01,1804,Ingles,100
2025-01-01,834,Espanhol,100
2025-01-01,689,Ingles,100
2025-01-01,1851,Espanhol,100
2025-01-01,2084,Mandarim,100
2025-01-01,492,Ingles,100
2025-01-01,666,Ingles,100
2025-01-01,1769,Espanhol,100
2025-01-01,1315,Ingles,100
2025-01-01,381,Espanhol,100
2025-01-01,870,Ingles,100
2025-01-01,416,Ingles,80
2025-01-01,2232,Ingles,94
2025-01-01,1524,Espanhol,100
2025-01-01,332,Mandarim,100
2025-01-01,341,Espanhol,86
2025-01-01,2023,Ingles,87
2025-01-01,1373,Ingles,94
2025-01-01,767,Ingles,100
2025-01-01,1044,Ingles,100
2025-01-01,42,Espanhol,100
2025-01-01,2082,Ingles,100
2025-01-01,535,Espanhol,80
2025-01-01,807,Espanhol,100
2025-01-01,1872,Espanhol,100
2025-01-01,1858,Ingles,80
2025-01-01,1744,Ingles,100
2025-01-01,2090,Ingles,100
2025-01-01,1675,Espanhol,79
2025-01-01,303,Espanhol,100
2025-01-01,76,Espanhol,100
2025-01-01,1099,Ingles,100
2025-01-01,1945,Ingles,80
2025-01-01,1022,Mandarim,100
2025-01-01,793,Espanhol,100
2025-01-01,957,Ingles,100
2025-01-01,209,Ingles,100
2025-01-01,908,Espanhol,100
2025-01-01,1844,Ingles,100
2025-01-01,742,Ingles,100
2025-01-01,2056,Ingles,100
2025-01-01,1846,Espanhol,100
2025-01-01,1457,Espanhol,100
2025-01-01,1576,Espanhol,79
2025-01-01,1105,Ingles,100
2025-01-01,568,Espanhol,100
2025-01-01,684,Espanhol,100
2025-01-01,1042,Espanhol,100
2025-01-01,2196,Espanhol,100
2025-01-01,1867,Espanhol,77
2025-01-01,1074,Espanhol,100
2025-01-01,1751,Ingles,81
2025-01-01,1357,Mandarim,89
2025-01-01,337,Espanhol,100
2025-01-01,1063,Ingles,100
2025-01-01,2053,Espanhol,75
2025-01-01,530,Espanhol,82
2025-01-01,264,Espanhol,100
2025-01-01,681,Espanhol,100
2025-01-01,1461,Espanhol,100
2025-01-01,1471,Espanhol,95
2025-01-01,330,Espanhol,100
2025-01-01,1831,Espanhol,80
2025-01-01,1632,Mandarim,100
2025-01-01,1864,Espanhol,84
2025-01-01,122,Espanhol,100
2025-01-01,1151,Espanhol,84
2025-01-01,130,Ingles,99
2025-01-01,2170,Ingles,96
2025-01-01,220,Espanhol,100
2025-01-01,1531,Ingles,100
2025-01-01,1387,Espanhol,100
2025-01-01,2097,Ingles,100
2025-01-01,1984,Espanhol,100
2025-01-01,1702,Espanhol,100
2025-01-01,2135,Ingles,100
2025-01-01,1135,Espanhol,100
2025-01-01,112,Espanhol,100
2025-01-01,951,Ingles,78
2025-01-01,8,Ingles,100
2025-01-01,404,Ingles,97
2025-01-01,1721,Ingles,100
2025-01-01,1832,Ingles,100
2025-01-01,201,Ingles,100
2025-01-01,462,Mandarim,100
2025-01-01,901,Ingles,100
2025-01-01,1486,Ingles,81
2025-01-01,835,Ingles,85
2025-01-01,948,Espanhol,100
2025-01-01,2059,Ingles,100
2025-01-01,875,Ingles,100
2025-01-01,1699,Mandarim,100
2025-01-01,1117,Ingles,100
2025-01-01,943,Ingles,100
2025-01-01,1017,Espanhol,78
2025-01-01,132,Ingles,100
2025-01-01,867,Espanhol,94
2025-01-01,911,Ingles,100
2025-01-01,1739,Ingles,95
2025-01-01,738,Espanhol,100
2025-01-01,1909,Ingles,98
2025-01-01,1317,Espanhol,100
2025-01-01,842,Espanhol,85
2025-01-01,1388,Espanhol,100
2025-01-01,262,Espanhol,100
2025-01-01,1706,Ingles,80
2025-01-01,709,Espanhol,100
2025-01-01,732,Espanhol,98
2025-01-01,919,Mandarim,100
2025-01-01,930,Ingles,100
2025-01-01,1580,Espanhol,100
2025-01-01,1476,Ingles,100
2025-01-01,2157,Espanhol,83
2025-01-01,802,Ingles,88
2025-01-01,630,Ingles,100
2025-01-01,1500,Ingles,100
2025-01-01,877,Espanhol,100
2025-01-01,848,Espanhol,85
2025-01-01,1923,Ingles,93
2025-01-01,2237,Ingles,100
2025-01-01,1081,Ingles,82
2025-01-01,104,Espanhol,100
2025-01-01,2158,Mandarim,100
2025-01-01,745,Ingles,77
2025-01-01,814,Ingles,78
2025-01-01,2001,Ingles,100
2025-01-01,234,Ingles,100
2025-01-01,259,Mandarim,100
2025-01-01,176,Ingles,100
2025-01-01,734,Espanhol,100
2025-01-01,196,Ingles,100
2025-01-01,2007,Espanhol,95
2025-01-01,1467,Espanhol,100
2025-01-01,1658,Espanhol,100
2025-01-01,1771,Mandarim,100
2025-01-01,1288,Ingles,100
2025-01-01,2151,Ingles,100
2025-01-01,2148,Ingles,89
2025-01-01,1786,Espanhol,100
2025-01-01,194,Espanhol,78
2025-01-01,1837,Ingles,100
2025-01-01,987,Ingles,100
2025-01-01,1021,Ingles,100
2025-01-01,1399,Ingles,90
2025-01-01,812,Espanhol,94
2025-01-01,117,Espanhol,100
2025-01-01,1253,Espanhol,100
2025-01-01,2192,Espanhol,91
2025-01-01,56,Ingles,100
2025-01-01,872,Espanhol,100
2025-01-01,1360,Espanhol,100
2025-01-01,1070,Ingles,100
2025-01-01,2179,Espanhol,100
2025-01-01,1690,Espanhol,100
2025-01-01,48,Ingles,100
2025-01-01,399,Espanhol,100
2025-01-01,1148,Mandarim,91
2025-01-01,783,Espanhol,100
2025-01-01,572,Espanhol,100
2025-01-01,821,Ingles,75
2025-01-01,642,Mandarim,100
2025-01-01,1862,Espanhol,100
2025-01-01,294,Espanhol,100
2025-01-01,723,Espanhol,91
2025-01-01,581,Ingles,100
2025-01-01,693,Espanhol,83
2025-01-01,1322,Ingles,91
2025-01-01,1237,Espanhol,99
2025-01-01,1863,Ingles,100
2025-01-01,912,Ingles,100
2025-01-01,2195,Ingles,100
2025-01-01,1344,Espanhol,77
2025-01-01,1947,Ingles,100
2025-01-01,876,Espanhol,100
2025-01-01,2117,Ingles,100
2025-01-01,1311,Mandarim,78
2025-01-01,1404,Espanhol,81
2025-01-01,1359,Espanhol,100
2025-01-01,1163,Ingles,100
2025-01-01,1742,Ingles,75
2025-01-01,6,Espanhol,100
2025-01-01,897,Ingles,100
2025-01-01,1755,Espanhol,86
2025-01-01,1634,Ingles,92
2025-01-01,1245,Espanhol,100
2025-01-01,659,Ingles,78
2025-01-01,1256,Espanhol,100
2025-01-01,1555,Espanhol,100
2025-01-01,1244,Ingles,92
2025-01-01,1284,Espanhol,100
2025-01-01,1801,Ingles,100
2025-01-01,431,Espanhol,87
2025-01-01,755,Ingles,75
2025-01-01,2204,Espanhol,100
2025-01-01,1760,Ingles,100
2025-01-01,1570,Ingles,100
2025-01-01,493,Ingles,77
2025-01-01,774,Mandarim,100
2025-01-01,1656,Mandarim,100
2025-01-01,981,Espanhol,100
2025-01-01,297,Espanhol,100
2025-01-01,1820,Ingles,100
2025-01-01,471,Espanhol,80
2025-01-01,2078,Ingles,99
2025-01-01,1000,Mandarim,100
2025-01-01,575,Ingles,99
2025-01-01,333,Ingles,100
2025-01-01,1541,Ingles,100
2025-01-01,597,Espanhol,100
2025-01-01,859,Ingles,87
2025-01-01,250,Espanhol,80
2025-01-01,809,Ingles,100
2025-01-01,582,Espanhol,84
2025-01-01,1932,Espanhol,100
2025-01-01,1560,Espanhol,100
2025-01-01,1537,Ingles,100
2025-01-01,2075,Ingles,100
2025-01-01,238,Ingles,100
2025-01-01,119,Espanhol,100
2025-01-01,445,Espanhol,92
2025-01-01,1899,Espanhol,100
2025-01-01,1733,Ingles,100
2025-01-01,722,Ingles,76
2025-01-01,1382,Ingles,100
2025-01-01,2141,Espanhol,100
2025-01-01,309,Espanhol,100
2025-01-01,715,Ingles,100
2025-01-01,12,Ingles,90
2025-01-01,1478,Espanhol,100
2025-01-01,1960,Ingles,100
2025-01-01,1483,Espanhol,83
2025-01-01,846,Ingles,98
2025-01-01,1597,Espanhol,100
2025-01-01,501,Espanhol,83
2025-01-01,1239,Espanhol,100
2025-01-01,1615,Ingles,100
2025-01-01,1996,Ingles,100
2025-01-01,2191,Ingles,100
2025-01-01,308,Espanhol,87
2025-01-01,1218,Ingles,100
2025-01-01,1596,Espanhol,100
2025-01-01,1657,Mandarim,100
2025-01-01,1314,Ingles,97
2025-01-01,871,Espanhol,86
2025-01-01,1090,Mandarim,80
2025-01-01,89,Ingles,100
2025-01-01,310,Espanhol,100
2025-01-01,2115,Ingles,100
2025-01-01,1676,Espanhol,100
2025-01-01,1865,Ingles,81
2025-01-01,1067,Ingles,100
2025-01-01,1539,Ingles,100
2025-01-01,1696,Espanhol,95
2025-01-01,564,Ingles,92
2025-01-01,41,Espanhol,78
2025-01-01,1172,Ingles,100
2025-01-01,648,Espanhol,93
2025-01-01,798,Ingles,83
2025-01-01,2093,Ingles,100
2025-01-01,65,Espanhol,85
2025-01-01,1807,Espanhol,98
2025-01-01,1445,Ingles,100
2025-01-01,370,Espanhol,100
2025-01-01,2209,Espanhol,100
2025-01-01,1010,Ingles,89
2025-01-01,391,Ingles,100
2025-01-01,1252,Ingles,87
2025-01-01,776,Ingles,95
2025-01-01,1100,Ingles,77
2025-01-01,882,Espanhol,100
2025-01-01,523,Ingles,91
2025-01-01,550,Ingles,83
2025-01-01,1305,Espanhol,100
2025-01-01,383,Ingles,98
2025-01-01,1712,Espanhol,96
2025-01-01,1594,Ingles,86
2025-01-01,254,Ingles,100
2025-01-01,504,Espanhol,100
2025-01-01,2031,Espanhol,76
2025-01-01,960,Espanhol,100
2025-01-01,195,Espanhol,100
2025-01-01,1888,Ingles,100
2025-01-01,1933,Ingles,100
2025-01-01,1636,Ingles,100
2025-01-01,1205,Espanhol,90
2025-01-01,510,Ingles,100
2025-01-01,1894,Espanhol,100
2025-01-01,713,Espanhol,100
2025-01-01,449,Mandarim,100
2025-01-01,1405,Ingles,90
2025-01-01,1325,Ingles,100
2025-01-01,623,Espanhol,100
2025-01-01,1046,Ingles,100
2025-01-01,1171,Ingles,84
2025-01-01,719,Ingles,100
2025-01-01,2076,Espanhol,85
2025-01-01,753,Ingles,100
2025-01-01,286,Ingles,100
2025-01-01,658,Espanhol,100
2025-01-01,1777,Ingles,100
2025-01-01,57,Espanhol,100
2025-01-01,102,Espanhol,81
2025-01-01,1159,Ingles,100
2025-01-01,1407,Ingles,100
2025-01-01,1536,Espanhol,93
2025-01-01,2235,Espanhol,100
2025-01-01,1474,Ingles,100
2025-01-01,1355,Espanhol,100
2025-01-01,258,Espanhol,100
2025-01-01,301,Ingles,100
2025-01-01,1463,Espanhol,100
2025-01-01,1941,Espanhol,100
2025-01-01,800,Ingles,79
2025-01-01,627,Ingles,100
2025-01-01,1015,Ingles,100
2025-01-01,1761,Espanhol,100
2025-01-01,110,Ingles,100
2025-01-01,401,Ingles,100
2025-01-01,1738,Espanhol,100
2025-01-01,1825,Espanhol,100
2025-01-01,1115,Ingles,100
2025-01-01,1967,Ingles,93
2025-01-01,869,Espanhol,83
2025-01-01,421,Espanhol,88
2025-01-01,1098,Espanhol,81
2025-01-01,1958,Espanhol,100
2025-01-01,1294,Ingles,77
2025-01-01,472,Ingles,90
2025-01-01,1901,Espanhol,100
2025-01-01,1679,Espanhol,100
2025-01-01,1569,Ingles,93
2025-01-01,899,Espanhol,100
2025-01-01,1575,Ingles,100
2025-01-01,2189,Espanhol,100
2025-01-01,172,Espanhol,100
2025-01-01,1153,Ingles,100
2025-01-01,287,Espanhol,78
2025-01-01,2217,Ingles,98
2025-01-01,2071,Ingles,100
2025-01-01,500,Espanhol,92
2025-01-01,1263,Ingles,85
2025-01-01,1977,Ingles,94
2025-01-01,74,Espanhol,100
2025-01-01,1383,Ingles,84
2025-01-01,1708,Ingles,91
2025-01-01,1577,Ingles,100
2025-01-01,1208,Ingles,93
2025-01-01,592,Ingles,100
2025-01-01,617,Ingles,79
2025-01-01,1910,Espanhol,100
2025-01-01,670,Ingles,76
2025-01-01,1318,Espanhol,100
2025-01-01,520,Ingles,100
2025-01-01,1523,Ingles,86
