ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,motivo_na,renda_na,Quartos_Banheiros,faixa_idade
43,Trabalho,Doutorado,Campinas,,Ingles,1,24,1985,3,1,False,True,1Q_3B,1980s
44,Viagem,Mestrado,São Paulo,,Espanhol,4,5,2001,1,1,False,True,1Q_1B,2000s
45,Trabalho,Graduação,São Paulo,79941.0,Ingles,5,1,2002,5,6,False,False,6Q_5B,2000s
46,Estudos,Ensino Médio,São Paulo,7500.0,Espanhol,2,18,2022,1,1,False,False,1Q_1B,2010s
47,Viagem,Graduação,São Paulo,41728.0,Espanhol,2,6,1994,2,3,False,False,3Q_2B,1990s
48,Trabalho,Graduação,São Paulo,52247.25135379061,Espanhol e Ingles,3,12,1977,3,1,False,False,1Q_3B,<1980
49,Viagem,Doutorado,São Paulo,72550.0,Ingles,3,25,1980,5,5,False,False,5Q_5B,1980s
50,Estudos,Graduação,Taubaté,65486.0,Ingles,4,33,1983,5,5,False,False,5Q_5B,1980s
51,Trabalho,Mestrado,São Bernardo,79143.0,Espanhol,3,8,1990,5,6,False,False,6Q_5B,1990s
52,Trabalho,Graduação,Campinas,35790.0,Espanhol,2,14,2003,3,2,False,False,2Q_3B,2000s
53,Estudos,Graduação,Campinas,82582.0,Espanhol,5,4,2003,5,6,False,False,6Q_5B,2000s
54,Estudos,Graduação,São Paulo,66373.0,Ingles,2,1,2004,4,5,False,False,5Q_4B,2000s
55,Trabalho,Mestrado,Campinas,,Ingles,5,26,1981,5,6,False,True,6Q_5B,1980s
56,Viagem,Graduação,São Paulo,70287.0,Ingles,4,38,1992,3,5,False,False,5Q_3B,1990s
57,Trabalho,Graduação,São Paulo,27938.0,Espanhol,5,11,2014,1,1,False,False,1Q_1B,2010s
58,Estudos,Graduação,São Paulo,52247.25135379061,Ingles,1,2,2008,3,1,False,False,1Q_3B,2000s
60,Viagem,Mestrado,São Paulo,75777.0,Espanhol e Ingles,4,40,2008,5,6,False,False,6Q_5B,2000s
61,Viagem,Graduação,São Paulo,66653.0,Espanhol,2,17,2001,4,5,False,False,5Q_4B,2000s
62,Trabalho,Graduação,São Bernardo,61823.0,Ingles,5,26,1978,4,4,False,False,4Q_4B,<1980
63,Viagem,Doutorado,São Paulo,67680.0,Ingles,3,9,1977,4,5,False,False,5Q_4B,<1980
64,Estudos,Graduação,São Paulo,70666.0,Ingles,3,19,1974,4,5,False,False,5Q_4B,<1980
65,Trabalho,Graduação,São Paulo,25721.0,Espanhol,2,2,1997,1,1,False,False,1Q_1B,1990s
66,Trabalho,Graduação,São Paulo,32474.0,Ingles,2,28,1993,2,2,False,False,2Q_2B,1990s
67,Viagem,Ensino Médio,São Bernardo,88194.0,Ingles,5,21,2005,5,6,False,False,6Q_5B,2000s
68,Estudos,Graduação,São Paulo,69096.0,Espanhol,2,11,1984,3,5,False,False,5Q_3B,1980s
69,Estudos,Graduação,Rio Branco,74854.0,Ingles,1,28,1996,5,6,False,False,6Q_5B,1990s
71,Estudos,Ensino Médio,São Paulo,52247.25135379061,Ingles,2,6,1999,3,1,False,False,1Q_3B,1990s
72,Viagem,Graduação,São Paulo,65031.0,Ingles,5,23,1985,3,5,False,False,5Q_3B,1980s
73,Trabalho,Doutorado,São Bernardo,60631.0,Ingles,3,1,2001,4,4,False,False,4Q_4B,2000s
74,Estudos,Graduação,São Bernardo,28332.0,Espanhol e Ingles,3,23,1978,1,1,False,False,1Q_1B,<1980
75,Estudos,Graduação,São Bernardo,40246.0,Espanhol,2,11,2003,2,2,False,False,2Q_2B,2000s
76,Trabalho,Mestrado,São Bernardo,75251.0,Espanhol,1,14,1998,5,6,False,False,6Q_5B,1990s
77,Estudos,Graduação,São Paulo,75825.0,Ingles,3,18,2002,4,6,False,False,6Q_4B,2000s
78,Viagem,Ensino Médio,São Paulo,26326.0,Ingles,2,6,2002,1,1,False,False,1Q_1B,2000s
79,Trabalho,Graduação,São Paulo,56046.0,Espanhol,3,4,1991,3,4,False,False,4Q_3B,1990s
80,Viagem,Graduação,Campinas,29760.0,Espanhol,2,3,2011,1,1,False,False,1Q_1B,2010s
81,Estudos,Graduação,São Paulo,26304.0,Espanhol,1,13,1995,1,1,False,False,1Q_1B,1990s
82,Viagem,Ensino Médio,São Paulo,23559.0,Espanhol,2,11,1999,1,1,False,False,1Q_1B,1990s
83,Trabalho,Mestrado,São Paulo,38620.0,Espanhol,4,11,1989,1,2,False,False,2Q_1B,1980s
84,Trabalho,Graduação,São Paulo,81361.0,Ingles,2,9,2013,5,6,False,False,6Q_5B,2010s
85,Estudos,Graduação,São Paulo,29440.0,Espanhol,1,12,1986,1,1,False,False,1Q_1B,1980s
86,Estudos,Mestrado,São Bernardo,36138.0,Espanhol,1,7,1996,2,2,True,False,2Q_2B,1990s
87,Trabalho,Graduação,São Paulo,50388.0,Espanhol,2,11,1983,3,3,False,False,3Q_3B,1980s
88,Estudos,Graduação,Campinas,79593.0,Espanhol,5,11,1999,5,6,True,False,6Q_5B,1990s
89,Trabalho,Graduação,São Paulo,54178.0,Ingles,2,39,1993,3,4,False,False,4Q_3B,1990s
91,Estudos,Graduação,São Bernardo,52247.25135379061,Ingles,2,36,1983,3,1,False,False,1Q_3B,1980s
92,Trabalho,Mestrado,São Bernardo,,Ingles,4,29,1999,3,1,False,True,1Q_3B,1990s
93,Trabalho,Mestrado,São Paulo,42394.0,Espanhol,1,6,1998,2,3,False,False,3Q_2B,1990s
94,Trabalho,Doutorado,São Bernardo,23626.0,Ingles,3,4,1996,1,1,False,False,1Q_1B,1990s
95,Viagem,Graduação,São Paulo,,Espanhol,3,19,2009,1,2,False,True,2Q_1B,2000s
96,Viagem,Graduação,São Paulo,47916.0,Espanhol,3,12,1986,3,3,False,False,3Q_3B,1980s
97,Viagem,Graduação,São Paulo,51813.0,Ingles,1,15,1998,3,4,False,False,4Q_3B,1990s
98,Estudos,Ensino Médio,São Paulo,78497.0,Espanhol,1,4,1977,4,6,False,False,6Q_4B,<1980
99,Trabalho,Doutorado,São Paulo,50150.0,Ingles,5,38,2009,3,3,False,False,3Q_3B,2000s
100,Estudos,Ensino Médio,São Paulo,47823.0,Espanhol,3,13,1986,2,3,False,False,3Q_2B,1980s
102,Estudos,Graduação,São Paulo,85693.0,Espanhol,2,5,2005,5,6,False,False,6Q_5B,2000s
105,Estudos,Ensino Fundamental,São Paulo,24594.0,Espanhol,3,14,2005,1,1,False,False,1Q_1B,2000s
106,Trabalho,Graduação,São Paulo,49096.0,Espanhol,3,16,1990,3,3,False,False,3Q_3B,1990s
107,Trabalho,Graduação,São Bernardo,52413.0,Espanhol,2,6,1995,3,4,False,False,4Q_3B,1990s
108,Estudos,Graduação,São Paulo,38557.0,Espanhol e Ingles,5,10,2004,2,2,False,False,2Q_2B,2000s
110,Trabalho,Graduação,São Paulo,77298.0,Ingles,5,22,2005,5,6,False,False,6Q_5B,2000s
112,Trabalho,Mestrado,Campinas,57288.0,Espanhol,1,15,1989,4,4,False,False,4Q_4B,1980s
113,Viagem,Graduação,São Bernardo,86037.0,Ingles,3,26,2017,5,6,False,False,6Q_5B,2010s
114,Trabalho,Doutorado,São Paulo,43974.0,Ingles,4,23,2006,2,3,False,False,3Q_2B,2000s
115,Estudos,Graduação,Campinas,50785.0,Espanhol,4,12,1988,3,3,False,False,3Q_3B,1980s
116,Estudos,Graduação,São Bernardo,90765.0,Ingles,4,15,1996,5,6,False,False,6Q_5B,1990s
117,Estudos,Ensino Médio,São Paulo,36550.0,Espanhol,2,14,2004,2,2,False,False,2Q_2B,2000s
118,Viagem,Ensino Médio,Campinas,30753.0,Espanhol,1,19,1993,1,2,False,False,2Q_1B,1990s
119,Trabalho,Graduação,São Paulo,21918.0,Espanhol,1,9,1995,1,1,False,False,1Q_1B,1990s
121,Trabalho,Mestrado,Campinas,,Espanhol,3,6,1993,2,2,False,True,2Q_2B,1990s
122,Trabalho,Mestrado,São Paulo,19510.0,Espanhol,3,6,2011,1,1,False,False,1Q_1B,2010s
123,Viagem,Graduação,São Paulo,30992.0,Espanhol,1,6,2002,1,2,False,False,2Q_1B,2000s
124,Trabalho,Graduação,São Paulo,,Ingles,4,22,2009,5,6,False,True,6Q_5B,2000s
125,Estudos,Ensino Médio,São Paulo,71488.0,Ingles,2,18,1991,4,5,False,False,5Q_4B,1990s
126,Viagem,Graduação,São Bernardo,79607.0,Ingles,2,31,2010,5,6,False,False,6Q_5B,2010s
127,Trabalho,Mestrado,Campinas,54348.0,Ingles,3,34,1979,3,4,False,False,4Q_3B,<1980
128,Trabalho,Doutorado,São Paulo,,Ingles,3,8,1987,3,1,False,True,1Q_3B,1980s
130,Viagem,Graduação,São Paulo,62998.0,Ingles,3,1,1978,4,5,False,False,5Q_4B,<1980
131,Viagem,Mestrado,São Paulo,61331.0,Ingles,1,1,1984,4,4,True,False,4Q_4B,1980s
132,Estudos,Graduação,São Paulo,,Ingles,4,28,1995,5,5,False,True,5Q_5B,1990s
133,Trabalho,Graduação,São Paulo,52247.25135379061,Ingles,2,3,1989,3,1,False,False,1Q_3B,1980s
134,Trabalho,Doutorado,Campinas,41551.0,Ingles,2,1,1990,3,3,False,False,3Q_3B,1990s
135,Trabalho,Doutorado,São Paulo,62981.0,Ingles,4,26,1993,4,4,False,False,4Q_4B,1990s
136,Estudos,Ensino Fundamental,São Paulo,,Espanhol,2,10,2002,1,1,False,True,1Q_1B,2000s
139,Trabalho,Doutorado,Taubaté,36921.0,Ingles,4,20,1991,3,2,False,False,2Q_3B,1990s
141,Trabalho,Mestrado,São Paulo,65104.0,Ingles,4,33,2002,4,5,False,False,5Q_4B,2000s
142,Trabalho,Graduação,São Paulo,86111.0,Ingles,4,21,1988,5,6,False,False,6Q_5B,1980s
143,Trabalho,Doutorado,São Paulo,68352.0,Ingles,3,19,2000,4,5,False,False,5Q_4B,2000s
144,Estudos,Graduação,São Paulo,,Espanhol,1,12,2014,2,3,False,True,3Q_2B,2010s
145,Estudos,Graduação,São Paulo,59809.0,Ingles,1,34,2002,3,4,False,False,4Q_3B,2000s
146,Trabalho,Graduação,São Paulo,,Espanhol e Ingles,3,23,2001,1,1,False,True,1Q_1B,2000s
147,Estudos,Graduação,São Paulo,38547.0,Espanhol,3,11,2007,2,2,False,False,2Q_2B,2000s
148,Estudos,Ensino Médio,São Paulo,,Espanhol,1,14,1999,1,2,False,True,2Q_1B,1990s
149,Trabalho,Mestrado,São Paulo,49605.0,Espanhol,3,10,1992,3,3,False,False,3Q_3B,1990s
150,Trabalho,Mestrado,Campinas,59354.0,Ingles,3,16,1979,5,4,False,False,4Q_5B,<1980
151,Trabalho,Graduação,São Paulo,65747.0,Espanhol,2,17,1995,4,5,False,False,5Q_4B,1990s
152,Estudos,Ensino Médio,São Paulo,,Espanhol,4,9,1998,3,3,False,True,3Q_3B,1990s
153,Trabalho,Graduação,São Paulo,34176.0,Espanhol,1,24,2014,2,2,False,False,2Q_2B,2010s
154,Trabalho,Doutorado,Rio Branco,61010.0,Ingles,2,24,1978,5,4,False,False,4Q_5B,<1980
155,Estudos,Graduação,São Paulo,69372.0,Ingles,2,25,1975,4,5,False,False,5Q_4B,<1980
156,Trabalho,Graduação,São Paulo,49967.0,Ingles,4,10,1984,3,3,False,False,3Q_3B,1980s
157,Trabalho,Graduação,São Bernardo,60199.0,Ingles,3,35,2004,4,4,False,False,4Q_4B,2000s
158,Viagem,Graduação,São Paulo,55375.0,Espanhol,2,13,2003,3,4,False,False,4Q_3B,2000s
159,Estudos,Graduação,São Bernardo,,Ingles,1,17,1981,5,6,False,True,6Q_5B,1980s
160,Trabalho,Mestrado,São Paulo,30523.0,Espanhol,1,6,1984,1,2,False,False,2Q_1B,1980s
161,Estudos,Doutorado,São Paulo,70356.0,Ingles,2,9,1971,4,5,False,False,5Q_4B,<1980
162,Trabalho,Graduação,São Paulo,23228.0,Espanhol,4,5,2010,1,1,False,False,1Q_1B,2010s
163,Trabalho,Doutorado,São Paulo,74165.0,Ingles,4,28,2001,5,5,False,False,5Q_5B,2000s
165,Estudos,Graduação,São Bernardo,43482.0,Espanhol,4,12,1992,2,3,False,False,3Q_2B,1990s
166,Estudos,Graduação,São Paulo,62551.0,Espanhol,2,9,1979,4,4,False,False,4Q_4B,<1980
167,Viagem,Graduação,São Paulo,52332.0,Ingles,1,7,1985,3,4,False,False,4Q_3B,1980s
168,Estudos,Graduação,São Paulo,66951.0,Espanhol,3,14,2014,3,5,False,False,5Q_3B,2010s
169,Viagem,Graduação,São Paulo,26091.0,Espanhol,4,12,1983,1,1,False,False,1Q_1B,1980s
170,Estudos,Graduação,São Paulo,33456.0,Espanhol,3,10,1991,2,2,False,False,2Q_2B,1990s
171,Viagem,Graduação,São Paulo,28718.0,Espanhol,2,6,2008,1,1,False,False,1Q_1B,2000s
172,Trabalho,Graduação,São Paulo,50447.0,Espanhol,1,2,1996,3,3,False,False,3Q_3B,1990s
173,Viagem,Doutorado,São Paulo,53537.0,Ingles,4,20,1985,3,4,False,False,4Q_3B,1980s
174,Estudos,Graduação,São Paulo,,Ingles,3,20,1993,3,4,False,True,4Q_3B,1990s
175,Trabalho,Doutorado,São Paulo,80427.0,Ingles,3,36,2001,5,6,False,False,6Q_5B,2000s
176,Trabalho,Doutorado,São Paulo,83837.0,Ingles,3,27,1974,5,6,False,False,6Q_5B,<1980
177,Trabalho,Doutorado,São Paulo,38853.0,Ingles,4,20,1996,2,2,False,False,2Q_2B,1990s
178,Trabalho,Graduação,Campinas,38285.0,Ingles,3,32,1985,3,2,False,False,2Q_3B,1980s
179,Viagem,Ensino Médio,São Paulo,78497.0,Ingles,4,41,1977,5,6,False,False,6Q_5B,<1980
180,Trabalho,Doutorado,São Paulo,51650.0,Ingles,3,28,2002,3,4,False,False,4Q_3B,2000s
181,Estudos,Ensino Médio,São Paulo,,Espanhol,1,8,2014,1,1,False,True,1Q_1B,2010s
183,Trabalho,Mestrado,Campinas,30477.0,Espanhol,4,14,2010,1,2,False,False,2Q_1B,2010s
184,Estudos,Ensino Fundamental,São Paulo,28249.0,Espanhol,4,11,1987,1,1,False,False,1Q_1B,1980s
185,Trabalho,Graduação,São Paulo,,Espanhol,3,4,2009,1,1,False,True,1Q_1B,2000s
186,Estudos,Doutorado,São Bernardo,32303.0,Ingles,2,20,1996,2,2,False,False,2Q_2B,1990s
187,Viagem,Graduação,São Paulo,61286.0,Espanhol e Ingles,4,10,1992,4,4,False,False,4Q_4B,1990s
188,Estudos,Graduação,São Paulo,74068.0,Espanhol,2,11,2002,5,5,False,False,5Q_5B,2000s
189,Estudos,Doutorado,São Paulo,,Ingles,4,1,1990,3,3,False,True,3Q_3B,1990s
190,Viagem,Ensino Fundamental,São Paulo,24882.0,Espanhol,2,12,2004,1,1,False,False,1Q_1B,2000s
191,Trabalho,Doutorado,Campinas,66973.0,Ingles,4,4,2015,4,5,False,False,5Q_4B,2010s
193,Estudos,Graduação,São Paulo,38872.0,Espanhol e Ingles,4,13,2014,2,2,False,False,2Q_2B,2010s
194,Estudos,Graduação,São Paulo,51148.0,Espanhol,4,11,1999,3,3,False,False,3Q_3B,1990s
195,Viagem,Graduação,São Paulo,31353.0,Espanhol,4,10,2003,1,2,False,False,2Q_1B,2000s
196,Trabalho,Mestrado,São Bernardo,69661.0,Ingles,4,15,2006,4,5,True,False,5Q_4B,2000s
197,Trabalho,Graduação,Campinas,80067.0,Ingles,4,11,1980,5,6,False,False,6Q_5B,1980s
198,Trabalho,Graduação,Campinas,86718.0,Ingles,4,17,1980,5,6,False,False,6Q_5B,1980s
199,Estudos,Doutorado,São Bernardo,46854.0,Ingles,4,21,1999,3,3,False,False,3Q_3B,1990s
200,Estudos,Graduação,São Paulo,69142.0,Ingles,4,28,1978,4,5,False,False,5Q_4B,<1980
201,Trabalho,Graduação,São Paulo,75922.0,Ingles,3,19,1994,4,6,False,False,6Q_4B,1990s
202,Estudos,Graduação,São Paulo,63693.0,Espanhol e Ingles,4,15,2004,4,5,False,False,5Q_4B,2000s
203,Estudos,Doutorado,Campinas,102160.0,Ingles,2,27,2003,5,6,False,False,6Q_5B,2000s
204,Trabalho,Doutorado,São Paulo,,Ingles,4,21,1991,2,3,False,True,3Q_2B,1990s
205,Trabalho,Mestrado,São Paulo,18890.0,Espanhol,3,4,2010,1,1,False,False,1Q_1B,2010s
206,Estudos,Graduação,São Paulo,29604.0,Espanhol,3,12,2014,1,1,False,False,1Q_1B,2010s
207,Estudos,Mestrado,São Paulo,48721.0,Espanhol,1,13,1989,3,3,True,False,3Q_3B,1980s
208,Trabalho,Graduação,São Paulo,44794.0,Espanhol,1,15,1992,2,3,True,False,3Q_2B,1990s
209,Viagem,Graduação,São Paulo,,Ingles,4,1,1980,4,5,False,True,5Q_4B,1980s
210,Estudos,Graduação,São Paulo,46097.0,Espanhol e Ingles,1,26,1982,3,3,False,False,3Q_3B,1980s
211,Estudos,Graduação,São Paulo,77972.0,Ingles,4,6,1980,5,6,False,False,6Q_5B,1980s
212,Trabalho,Doutorado,São Paulo,,Ingles,2,18,1994,2,3,False,True,3Q_2B,1990s
213,Estudos,Mestrado,São Paulo,46014.0,Espanhol,4,15,2000,3,3,True,False,3Q_3B,2000s
214,Trabalho,Graduação,São Bernardo,70951.0,Ingles,3,2,2011,4,5,False,False,5Q_4B,2010s
215,Estudos,Graduação,São Paulo,41443.0,Espanhol,3,3,2003,2,3,False,False,3Q_2B,2000s
216,Estudos,Ensino Médio,São Paulo,,Ingles,4,29,2004,3,4,False,True,4Q_3B,2000s
217,Viagem,Mestrado,São Bernardo,83790.0,Ingles,2,43,1974,5,6,False,False,6Q_5B,<1980
218,Trabalho,Mestrado,São Paulo,44551.0,Espanhol,1,5,1980,3,3,False,False,3Q_3B,1980s
219,Trabalho,Graduação,São Bernardo,69508.0,Espanhol,1,13,2006,4,5,False,False,5Q_4B,2000s
220,Estudos,Ensino Médio,São Paulo,45204.0,Espanhol,3,13,2014,3,3,False,False,3Q_3B,2010s
221,Viagem,Graduação,São Paulo,,Ingles,4,38,1995,5,5,False,True,5Q_5B,1990s
222,Estudos,Doutorado,São Paulo,77622.0,Espanhol e Ingles,4,28,1996,4,6,False,False,6Q_4B,1990s
223,Estudos,Doutorado,São Paulo,30732.0,Ingles,3,17,2006,1,2,False,False,2Q_1B,2000s
224,Estudos,Graduação,São Paulo,,Espanhol e Ingles,1,11,1988,4,5,False,True,5Q_4B,1980s
225,Viagem,Graduação,São Paulo,42011.0,Espanhol e Ingles,2,20,2004,2,3,False,False,3Q_2B,2000s
226,Trabalho,Graduação,Taubaté,51369.0,Espanhol,1,13,2002,4,3,False,False,3Q_4B,2000s
227,Estudos,Graduação,São Paulo,51537.0,Ingles,3,42,1978,3,4,False,False,4Q_3B,<1980
228,Estudos,Doutorado,Campinas,79930.0,Ingles,5,22,1998,5,6,False,False,6Q_5B,1990s
229,Estudos,Doutorado,São Paulo,34320.0,Ingles,3,15,2012,2,2,False,False,2Q_2B,2010s
230,Estudos,Graduação,São Bernardo,,Espanhol,1,29,1992,2,2,False,True,2Q_2B,1990s
231,Estudos,Ensino Médio,São Paulo,81975.0,Espanhol,2,13,1988,5,6,False,False,6Q_5B,1980s
233,Estudos,Graduação,São Paulo,15033.0,Espanhol,3,16,1977,1,1,False,False,1Q_1B,<1980
234,Viagem,Doutorado,São Paulo,,Ingles,3,11,1991,4,4,False,True,4Q_4B,1990s
235,Estudos,Ensino Médio,São Bernardo,22212.0,Espanhol,3,15,2001,1,1,False,False,1Q_1B,2000s
236,Estudos,Mestrado,São Paulo,23661.0,Espanhol,1,13,2008,1,1,True,False,1Q_1B,2000s
238,Trabalho,Graduação,São Paulo,7500.0,Ingles,3,15,1999,1,1,False,False,1Q_1B,1990s
240,Trabalho,Graduação,Campinas,73455.0,Ingles,2,23,1994,5,5,False,False,5Q_5B,1990s
241,Viagem,Graduação,Taubaté,64961.0,Ingles,4,22,1984,5,5,False,False,5Q_5B,1980s
242,Estudos,Graduação,Campinas,22804.0,Espanhol,3,8,1997,2,1,False,False,1Q_2B,1990s
243,Trabalho,Graduação,São Paulo,73687.0,Espanhol,1,14,2016,5,5,False,False,5Q_5B,2010s
245,Estudos,Doutorado,Campinas,31686.0,Ingles,5,20,1990,2,2,False,False,2Q_2B,1990s
246,Estudos,Graduação,São Paulo,80134.0,Ingles,3,27,1998,5,6,False,False,6Q_5B,1990s
247,Viagem,Graduação,Taubaté,75027.0,Espanhol,2,6,1979,5,6,False,False,6Q_5B,<1980
248,Estudos,Doutorado,Taubaté,67546.0,Ingles,3,38,2014,5,5,False,False,5Q_5B,2010s
249,Trabalho,Mestrado,Campinas,65176.0,Ingles,5,34,1995,4,5,False,False,5Q_4B,1990s
250,Trabalho,Mestrado,São Paulo,31160.0,Espanhol,3,9,2001,1,2,False,False,2Q_1B,2000s
251,Trabalho,Graduação,São Paulo,29938.0,Espanhol,3,8,2011,1,1,False,False,1Q_1B,2010s
252,Estudos,Graduação,Campinas,102692.0,Espanhol e Ingles,2,27,2000,5,6,False,False,6Q_5B,2000s
253,Viagem,Ensino Médio,São Paulo,26490.0,Espanhol,4,10,1984,1,1,False,False,1Q_1B,1980s
254,Estudos,Graduação,São Paulo,75702.0,Ingles,5,1,1993,5,6,False,False,6Q_5B,1990s
255,Trabalho,Doutorado,São Paulo,30899.0,Ingles,4,1,2000,1,2,False,False,2Q_1B,2000s
256,Trabalho,Doutorado,Campinas,63342.0,Ingles,1,34,1987,5,5,False,False,5Q_5B,1980s
257,Estudos,Graduação,São Paulo,45989.0,Espanhol,3,22,1990,3,3,False,False,3Q_3B,1990s
258,Viagem,Graduação,São Paulo,,Espanhol,3,1,1990,1,1,False,True,1Q_1B,1990s
260,Estudos,Graduação,São Paulo,15287.0,Espanhol,1,13,2005,1,1,False,False,1Q_1B,2000s
261,Estudos,Doutorado,Rio Branco,69674.0,Ingles,1,1,1994,5,5,False,False,5Q_5B,1990s
262,Viagem,Mestrado,São Paulo,44159.0,Espanhol,2,2,1996,2,3,False,False,3Q_2B,1990s
263,Trabalho,Doutorado,São Paulo,37717.0,Espanhol e Ingles,3,21,2004,2,2,False,False,2Q_2B,2000s
264,Estudos,Mestrado,Campinas,43776.0,Espanhol,2,8,1978,2,3,True,False,3Q_2B,<1980
265,Viagem,Mestrado,São Bernardo,38179.0,Espanhol,1,15,1992,2,2,True,False,2Q_2B,1990s
266,Trabalho,Graduação,São Paulo,80124.0,Ingles,4,17,1989,5,6,False,False,6Q_5B,1980s
267,Trabalho,Doutorado,São Bernardo,38097.0,Espanhol e Ingles,1,22,1996,2,2,False,False,2Q_2B,1990s
268,Trabalho,Graduação,São Paulo,72940.0,Espanhol e Ingles,3,29,1996,5,5,False,False,5Q_5B,1990s
269,Estudos,Graduação,São Paulo,22070.0,Espanhol e Ingles,3,5,1996,1,1,False,False,1Q_1B,1990s
270,Trabalho,Graduação,São Bernardo,,Espanhol e Ingles,3,16,1979,4,5,False,True,5Q_4B,<1980
271,Trabalho,Mestrado,São Bernardo,,Espanhol,5,10,2009,1,2,False,True,2Q_1B,2000s
272,Viagem,Doutorado,Campinas,,Ingles,1,2,2001,4,4,False,True,4Q_4B,2000s
273,Estudos,Graduação,Campinas,29315.0,Espanhol,2,5,1986,2,1,False,False,1Q_2B,1980s
274,Estudos,Graduação,São Paulo,33378.0,Ingles,4,1,1989,2,2,False,False,2Q_2B,1980s
275,Estudos,Doutorado,São Paulo,66313.0,Espanhol e Ingles,5,1,1989,4,5,False,False,5Q_4B,1980s
